PMA_PMN_NUM,rpss,rpss_category,recall_count,total_adverse_events,unique-manufacturers,device_class,root_cause_description,last_scored,device_name
K840002,0.071921342,Low,0,2,0,,Other,2:35:19 AM,—
K941837,0.071916351,Low,0,5,0,,Other,2:35:19 AM,—
K951674,0.071911429,Low,0,7,0,,Other,2:35:19 AM,—
P100022/S026,0.071906572,Low,0,5,0,,Other,2:35:19 AM,—
K233110,0.071904773,Low,0,4,0,2,Other,2:35:19 AM,Carnation Ambulatory Monitor
E337825,0.071897082,Low,0,3,0,,Other,2:35:19 AM,—
K954726,0.071892488,Low,0,77,0,,Other,2:35:19 AM,—
P060011,0.071887833,Low,0,24,0,,Other,2:35:19 AM,RayOne EMV (Model RAO200E)
K890412,0.071883263,Low,0,2,0,,Other,2:35:19 AM,—
K931164,0.071878801,Low,0,12,0,,Other,2:35:19 AM,—
K19,0.071874386,Low,0,12,0,,Other,2:35:19 AM,—
K901107,0.07187003,Low,0,12,0,,Other,2:35:19 AM,—
K850385,0.071870017,Low,0,2,0,,Other,2:35:19 AM,—
P000027/S037,0.071865727,Low,0,8,0,,Other,2:35:19 AM,—
K860337,0.071861475,Low,0,4,0,,Other,2:35:19 AM,—
K920317,0.071857291,Low,0,8,0,,Other,2:35:19 AM,—
K953951,0.071857286,Low,0,4,0,,Other,2:35:19 AM,—
K250701,0.071853358,Low,0,170,0,,Other,2:35:19 AM,Evis Exera III Duodenovideoscope Olympus TJF-Q190V (TJF-Q190V)
K914007,0.071853155,Low,0,8,0,,Other,2:35:19 AM,—
K913281,0.071853152,Low,0,5,0,,Other,2:35:19 AM,—
K771228,0.071845044,Low,0,10,0,,Other,2:35:19 AM,—
K945379,0.071845036,Low,0,4,0,,Other,2:35:19 AM,—
K885235,0.071841064,Low,0,11,0,,Other,2:35:19 AM,—
P980049/S105,0.071841055,Low,0,3,0,,Other,2:35:19 AM,—
K891451,0.071837139,Low,0,15,0,,Other,2:35:19 AM,—
K843016,0.071833247,Low,0,7,0,,Other,2:35:19 AM,—
K19111466,0.071833245,Low,0,6,0,,Other,2:35:19 AM,—
K951627,0.071829406,Low,0,2,0,,Other,2:35:19 AM,—
K941246,0.071825663,Low,0,37,0,,Other,2:35:19 AM,—
K895046,0.071825629,Low,0,10,0,,Other,2:35:19 AM,—
K932481,0.071825628,Low,0,9,0,,Other,2:35:19 AM,—
K233454,0.071825619,Low,2,2,0,,Unknown/Undetermined by firm,2:35:19 AM,ONLINE TDM Methotrexate
P063155,0.071818204,Low,0,15,0,,Other,2:35:19 AM,—
P880047,0.071814551,Low,0,14,0,,Other,2:35:19 AM,GYNECARE INTERCEED™ Absorbable Adhesion Barrier
K870866,0.071814542,Low,0,10,0,,Other,2:35:19 AM,—
K760125,0.071814541,Low,0,9,0,,Other,2:35:19 AM,—
K903159,0.071814536,Low,0,5,0,,Other,2:35:19 AM,—
P010012/S160,0.071814535,Low,0,4,0,,Other,2:35:19 AM,—
K081173,0.071813743,Low,19,133,0,2,Labeling Change Control,2:35:19 AM,ENDOSCOPIC CO2 REGULATION UNIT UCR
K142004,0.071810931,Low,0,7,0,,Other,2:35:19 AM,—
K944864,0.071807379,Low,0,17,0,,Other,2:35:19 AM,—
K940936,0.071803842,Low,0,5,0,,Other,2:35:19 AM,—
K810216,0.071800384,Low,0,23,0,,Other,2:35:19 AM,—
K942988,0.071796964,Low,0,39,0,,Other,2:35:19 AM,—
P990056/S039,0.071796934,Low,0,12,0,,Other,2:35:19 AM,—
K944862,0.071796921,Low,0,5,0,,Other,2:35:19 AM,—
K860803,0.07179353,Low,0,12,0,,Other,2:35:19 AM,—
K842648,0.071793529,Low,0,11,0,,Other,2:35:19 AM,—
K954175,0.071786844,Low,0,9,0,,Other,2:35:19 AM,—
K810962,0.07178684,Low,0,6,0,,Other,2:35:19 AM,—
K945185,0.071786839,Low,0,5,0,,Other,2:35:19 AM,—
K874794,0.071786836,Low,0,3,0,,Other,2:35:19 AM,—
K913016,0.071786835,Low,0,2,0,,Other,2:35:19 AM,—
K921374,0.071786835,Low,0,2,0,,Other,2:35:19 AM,—
K942479,0.071780309,Low,0,6,0,,Other,2:35:19 AM,—
K904578,0.071780309,Low,0,6,0,,Other,2:35:19 AM,—
K932188,0.0717771,Low,0,7,0,,Other,2:35:19 AM,—
EUA201822,0.071774079,Low,0,12,0,,Other,2:35:19 AM,—
K912120,0.07177395,Low,0,26,0,,Other,2:35:19 AM,—
K924642,0.071773923,Low,0,4,0,,Other,2:35:19 AM,—
K833991,0.071770784,Low,0,4,0,,Other,2:35:19 AM,—
K954611,0.071770782,Low,0,2,0,,Other,2:35:19 AM,—
EXEMPT-KNQ,0.071764709,Low,0,8,0,,Other,2:35:19 AM,—
K921707,0.071764619,Low,0,10,0,,Other,2:35:19 AM,—
K943176,0.071758654,Low,0,69,0,,Other,2:35:19 AM,—
K910653,0.071758593,Low,0,20,0,,Other,2:35:19 AM,—
K910875,0.071758578,Low,0,8,0,,Other,2:35:19 AM,—
K895705,0.071755611,Low,0,10,0,,Other,2:35:19 AM,—
K944178,0.071755608,Low,0,8,0,,Other,2:35:19 AM,—
K821745,0.07175268,Low,0,16,0,,Other,2:35:19 AM,—
K940079,0.071749777,Low,0,18,0,,Other,2:35:19 AM,—
K955456,0.071747751,Low,19,608,0,2,Labeling Change Control,2:35:19 AM,OES LAPARO-THORACO VIDEOSCOPE (RIGID)
K944222,0.071746889,Low,0,8,0,,Other,2:35:19 AM,—
P900061,0.071746888,Low,0,6,0,,Other,2:35:19 AM,Implantable Cardioverter Defibrillator (Non-Crt)
K791871,0.071744078,Low,0,35,0,,Other,2:35:19 AM,—
K950492,0.071741232,Low,0,9,0,,Other,2:35:19 AM,—
K942024,0.071741229,Low,0,7,0,,Other,2:35:19 AM,—
K935279,0.071738468,Low,0,26,0,,Other,2:35:19 AM,—
K883790,0.071738439,Low,0,3,0,,Other,2:35:19 AM,—
K910195,0.071735688,Low,0,6,0,,Other,2:35:19 AM,—
K874514,0.071732961,Low,0,6,0,,Other,2:35:19 AM,—
K944355,0.071732957,Low,0,3,0,,Other,2:35:19 AM,—
K861686,0.071730277,Low,0,18,0,,Other,2:35:19 AM,—
P110041-S004,0.071730257,Low,0,2,0,,Other,2:35:19 AM,—
K864058,0.071730257,Low,0,2,0,,Other,2:35:19 AM,—
EUA240008,0.07172282,Low,0,35,0,,Other,2:35:19 AM,—
K900832,0.071719749,Low,0,12,0,,Other,2:35:19 AM,—
K811276,0.071717183,Low,0,10,0,,Other,2:35:19 AM,—
PREADM,0.071714646,Low,0,9,0,,Other,2:35:19 AM,—
K840001,0.071714636,Low,0,3,0,,Other,2:35:19 AM,—
K201832,0.071714,Low,19,7239,0,2,Labeling Change Control,2:35:19 AM,Endoeye Flex Deflectable Videoscope Olympus LTF-S190-5
K951907,0.071712135,Low,0,12,0,,Other,2:35:19 AM,—
K843084,0.071712126,Low,0,5,0,,Other,2:35:19 AM,—
K944566,0.071709646,Low,0,11,0,,Other,2:35:19 AM,—
K926331,0.071709639,Low,0,5,0,,Other,2:35:19 AM,—
P910073/S024,0.071709635,Low,0,2,0,,Other,2:35:19 AM,—
P990017/S17,0.071707201,Low,0,20,0,,Other,2:35:19 AM,—
K955403,0.071705048,Low,19,133,0,2,Labeling Change Control,2:35:19 AM,OES LAPARO-THORACO VIDEOSCOPE TYPE V
K944072,0.071704748,Low,0,14,0,,Other,2:35:19 AM,—
K952293,0.071702328,Low,0,10,0,,Other,2:35:19 AM,—
K860021,0.07169756,Low,0,3,0,,Other,2:35:19 AM,—
K951199,0.071695242,Low,0,24,0,,Other,2:35:19 AM,—
K944602,0.071695233,Low,0,17,0,,Other,2:35:19 AM,—
K913368,0.071695215,Low,0,3,0,,Other,2:35:19 AM,—
P950021-S016,0.071688313,Low,0,2,0,,Other,2:35:19 AM,—
K150525,0.071687656,Low,19,475,0,2,Labeling Change Control,2:35:19 AM,"SPIES 3D Tip Cam, Image 1 SPIES CCU Image Connect, Image 1 SPIES CCU D-3 Link"
K915796,0.071686071,Low,0,14,0,,Other,2:35:19 AM,—
K851444,0.071686071,Low,0,14,0,,Other,2:35:19 AM,—
K922667,0.071686063,Low,0,8,0,,Other,2:35:19 AM,—
K801016,0.071686062,Low,0,7,0,,Other,2:35:19 AM,—
EUA210264,0.071684344,Low,0,37,0,,Other,2:35:19 AM,—
K934094,0.071683968,Low,0,120,0,,Other,2:35:19 AM,—
K951843,0.071683859,Low,0,33,0,,Other,2:35:19 AM,—
K946002,0.071683844,Low,0,21,0,,Other,2:35:19 AM,—
K812672,0.071679477,Low,0,54,0,,Other,2:35:19 AM,—
K942046,0.07167517,Low,0,70,0,,Other,2:35:19 AM,—
K903084,0.071675142,Low,0,47,0,,Other,2:35:19 AM,—
K861985,0.071675112,Low,0,23,0,,Other,2:35:19 AM,—
K830803,0.071672961,Low,0,9,0,,Other,2:35:19 AM,—
K946358,0.071672957,Low,0,6,0,,Other,2:35:19 AM,—
K884796,0.071672953,Low,0,3,0,,Other,2:35:19 AM,—
K100275/K,0.071672952,Low,0,2,0,,Other,2:35:19 AM,—
K790108,0.071670882,Low,0,37,0,,Other,2:35:19 AM,—
K902783,0.071670844,Low,0,7,0,,Other,2:35:19 AM,—
EUA210269/S4,0.071669033,Low,0,21,0,,Other,2:35:19 AM,—
K923982,0.071668766,Low,0,20,0,,Other,2:35:19 AM,—
K941541,0.071668762,Low,0,17,0,,Other,2:35:19 AM,—
K910132,0.071668747,Low,0,5,0,,Other,2:35:19 AM,—
K936194,0.071666685,Low,0,16,0,,Other,2:35:19 AM,—
P960042,0.071662951,Low,0,240,0,,Other,2:35:19 AM,SPECTRANETICS LASER SHEATHS (SLS)
K760093,0.071660605,Low,0,44,0,,Other,2:35:19 AM,—
K932699,0.071660563,Low,0,10,0,,Other,2:35:19 AM,—
P990025/S12,0.071658564,Low,0,10,0,,Other,2:35:19 AM,—
K950752,0.071658561,Low,0,10,0,,Other,2:35:19 AM,—
N18331/S027,0.071656605,Low,0,13,0,,Other,2:35:19 AM,—
K901035,0.071656582,Low,0,14,0,,Other,2:35:19 AM,—
K922823/A007,0.071656574,Low,0,8,0,,Other,2:35:19 AM,—
N,0.071654886,Low,0,88,0,,Other,2:35:19 AM,—
"K111788, K19",0.071654679,Low,0,65,0,,Other,2:35:19 AM,—
K951855,0.071654639,Low,0,33,0,,Other,2:35:19 AM,—
K900486,0.071654625,Low,0,22,0,,Other,2:35:19 AM,—
P160042 S004,0.071654607,Low,0,6,0,,Other,2:35:19 AM,—
K854261,0.07165268,Low,0,25,0,,Other,2:35:19 AM,—
NA.,0.071650744,Low,0,9,0,,Other,2:35:19 AM,—
K830406,0.071650729,Low,0,10,0,,Other,2:35:19 AM,—
K923090,0.071650729,Low,0,10,0,,Other,2:35:19 AM,—
K111425,0.071649695,Low,19,15960,0,2,Labeling Change Control,2:35:19 AM,"OLYMPUS LTF-S190-10, OLUMPUS OTV-S190, OLYMPUS CLV-S190"
K923065,0.07164697,Low,0,54,0,,Other,2:35:19 AM,—
P900056/S166,0.07164694,Low,0,24,0,,Other,2:35:19 AM,—
EUA202751,0.071646493,Low,0,102,0,,Other,2:35:19 AM,—
K813521,0.071645057,Low,0,29,0,,Other,2:35:19 AM,—
K834468,0.071645043,Low,0,18,0,,Other,2:35:19 AM,—
K915836,0.07164503,Low,0,8,0,,Other,2:35:19 AM,—
K954307,0.071645023,Low,0,2,0,,Other,2:35:19 AM,—
K843012,0.071643176,Low,0,17,0,,Other,2:35:19 AM,—
K911048,0.071641314,Low,0,8,0,,Other,2:35:19 AM,—
EUA230053,0.071640156,Low,0,48,0,,Other,2:35:19 AM,—
P100022/S014,0.071639497,Low,0,17,0,,Other,2:35:19 AM,—
K830503,0.071637667,Low,0,12,0,,Other,2:35:19 AM,—
EUA210494,0.071636058,Low,0,138,0,,Other,2:35:19 AM,—
K840643,0.071635864,Low,0,12,0,,Other,2:35:19 AM,—
K944290,0.071635856,Low,0,6,0,,Other,2:35:19 AM,—
P950001/S004,0.071634075,Low,0,9,0,,Other,2:35:19 AM,—
K123365,0.071633557,Low,19,1938,0,2,Labeling Change Control,2:35:19 AM,"OLYMPUS LTF-190-10-3D, MAJ-Y0154, OLYMPUS CV-190"
K213132,0.071632338,Low,0,40,0,,Other,2:35:19 AM,—
K951091,0.071630575,Low,0,36,0,,Other,2:35:19 AM,—
K944201,0.071630549,Low,0,15,0,,Other,2:35:19 AM,—
K831678,0.071630544,Low,0,11,0,,Other,2:35:19 AM,—
PREAMEND,0.071628854,Low,0,43,0,,Other,2:35:19 AM,—
K822082,0.071627155,Low,0,78,0,,Other,2:35:19 AM,—
K922809,0.0716271,Low,0,34,0,,Other,2:35:19 AM,—
K875005,0.07162706,Low,0,2,0,,Other,2:35:19 AM,—
K915779,0.071625417,Low,0,59,0,,Other,2:35:19 AM,—
K843772,0.0716254,Low,0,46,0,,Other,2:35:19 AM,—
K892530,0.071625365,Low,0,18,0,,Other,2:35:19 AM,—
MULTIPLE,0.071622059,Low,0,32,0,,Other,2:35:19 AM,—
K951595,0.071620349,Low,0,53,0,,Other,2:35:19 AM,—
K934140,0.071620323,Low,0,32,0,,Other,2:35:19 AM,—
K895417,0.071620313,Low,0,24,0,,Other,2:35:19 AM,—
K904939,0.071618703,Low,0,63,0,,Other,2:35:19 AM,—
K951103,0.071618671,Low,0,38,0,,Other,2:35:19 AM,—
K862244,0.071618636,Low,0,10,0,,Other,2:35:19 AM,—
K951196,0.071615514,Low,0,135,0,,Other,2:35:19 AM,—
K792005,0.071613739,Low,0,10,0,,Other,2:35:19 AM,—
K925638,0.071613735,Low,0,7,0,,Other,2:35:19 AM,—
K780532,0.071612162,Low,0,34,0,,Other,2:35:19 AM,—
K790071,0.071605882,Low,0,49,0,,Other,2:35:19 AM,—
K882234,0.071605829,Low,0,7,0,,Other,2:35:19 AM,—
K871998,0.071601251,Low,0,21,0,,Other,2:35:19 AM,—
P20004,0.07160125,Low,0,16,0,,Other,2:35:19 AM,—
K171410,0.071600019,Low,0,6,0,2,Other,2:35:19 AM,ePatch
K934371,0.071593805,Low,0,5,0,,Other,2:35:19 AM,—
K820837,0.071590998,Low,0,72,0,,Other,2:35:19 AM,—
K95442,0.07159091,Low,0,2,0,,Other,2:35:19 AM,—
K940426,0.071589525,Low,0,37,0,,Other,2:35:19 AM,—
K901449,0.071578529,Low,0,87,0,,Other,2:35:19 AM,—
K932141,0.071578425,Low,0,4,0,,Other,2:35:19 AM,—
K914090,0.071577127,Low,0,35,0,,Other,2:35:19 AM,—
K931994/ K93,0.071575952,Low,0,157,0,,Other,2:35:19 AM,—
K912469,0.071571837,Low,0,4,0,,Other,2:35:19 AM,—
K813071,0.071570558,Low,0,12,0,,Other,2:35:19 AM,—
K934937,0.071568009,Low,0,14,0,,Other,2:35:19 AM,—
K810675,0.071552391,Low,0,108,0,,Other,2:35:19 AM,—
K912097,0.071552307,Low,0,41,0,,Other,2:35:19 AM,—
K844719,0.071551107,Low,0,3,0,,Other,2:35:19 AM,—
P910073/S013,0.071549961,Low,0,2,0,,Other,2:35:19 AM,—
K951354,0.071548911,Low,0,73,0,,Other,2:35:19 AM,—
K935426,0.071547833,Low,0,114,0,,Other,2:35:19 AM,—
K925602,0.071546614,Low,0,37,0,,Other,2:35:19 AM,—
K931995,0.071545767,Low,0,251,0,,Other,2:35:19 AM,—
K151011,0.07154066,Low,19,5643,0,2,Labeling Change Control,2:35:19 AM,VISERA 4K UHD SYSTEM
K932295,0.071537856,Low,0,3,0,,Other,2:35:19 AM,—
K924065,0.071534729,Low,0,23,0,,Other,2:35:19 AM,—
K924608,0.071532683,Low,0,40,0,,Other,2:35:19 AM,—
K900585,0.071529929,Low,0,279,0,,Other,2:35:19 AM,—
K810428,0.071527592,Low,0,12,0,,Other,2:35:19 AM,—
K935782,0.071525642,Low,0,34,0,,Other,2:35:19 AM,—
K900531,0.071522758,Low,0,63,0,,Other,2:35:19 AM,—
K935071,0.071522754,Low,0,60,0,,Other,2:35:19 AM,—
P990004,0.071521952,Low,0,148,0,,Other,2:35:19 AM,"SURGIFORM ABSORBABLE GELATION SPONGE, USP"
P950001/S003,0.071521734,Low,0,11,0,,Other,2:35:19 AM,—
K790312,0.071520814,Low,0,42,0,,Other,2:35:19 AM,—
K943349,0.071518881,Low,0,10,0,,Other,2:35:19 AM,—
K945952,0.07151263,Low,0,168,0,,Other,2:35:19 AM,—
K882708,0.071512425,Low,0,4,0,,Other,2:35:19 AM,—
K935170,0.071510752,Low,0,100,0,,Other,2:35:19 AM,—
K874468,0.071505385,Low,0,8,0,,Other,2:35:19 AM,—
K931735,0.071503703,Low,0,30,0,,Other,2:35:19 AM,—
K950434,0.071497852,Low,0,14,0,,Other,2:35:19 AM,—
K883917,0.071497847,Low,0,10,0,,Other,2:35:19 AM,—
K951625,0.071496217,Low,0,5,0,,Other,2:35:19 AM,—
K904987,0.07149542,Low,0,11,0,,Other,2:35:19 AM,—
P030050 S053,0.071491459,Low,0,6,0,,Other,2:35:19 AM,—
K803268,0.071491457,Low,0,6,0,,Other,2:35:19 AM,—
FDA PREMARKE,0.071489173,Low,0,4,0,,Other,2:35:19 AM,—
P160042 S014,0.071481672,Low,0,7,0,,Other,2:35:19 AM,—
K923127,0.071479539,Low,0,32,0,,Other,2:35:19 AM,—
K942377,0.07147953,Low,0,24,0,,Other,2:35:19 AM,—
EUA210470,0.071479166,Low,0,27,0,,Other,2:35:19 AM,—
K1311162,0.071478829,Low,0,34,0,,Other,2:35:19 AM,—
PMA P180007,0.071477473,Low,0,64,0,,Other,2:35:19 AM,—
K853486,0.071473922,Low,0,18,0,,Other,2:35:19 AM,—
P030031/S078,0.071472711,Low,0,110,0,,Other,2:35:19 AM,—
P050017/S002,0.071472547,Low,0,7,0,,Other,2:35:19 AM,—
K791101,0.07147121,Low,0,18,0,,Other,2:35:19 AM,—
EUA200149,0.071470115,Low,0,19,0,,Other,2:35:19 AM,—
K894595,0.071469884,Low,0,26,0,,Other,2:35:19 AM,—
EUA210269,0.071469641,Low,0,300,0,,Other,2:35:19 AM,—
K950076,0.071465379,Low,0,76,0,,Other,2:35:19 AM,—
K952516,0.071457343,Low,0,100,0,,Other,2:35:19 AM,—
K830730,0.071453087,Low,0,3,0,,Other,2:35:19 AM,—
K923878,0.071449773,Low,0,99,0,,Other,2:35:19 AM,—
K915167,0.07144476,Low,0,66,0,,Other,2:35:19 AM,—
K780872,0.071443072,Low,0,4,0,,Other,2:35:19 AM,—
K930022,0.071440993,Low,0,32,0,,Other,2:35:19 AM,—
N970003/S106,0.071439931,Low,0,7,0,,Other,2:35:19 AM,—
K831566,0.07143993,Low,0,16,0,,Other,2:35:19 AM,—
K900263,0.071439672,Low,0,224,0,,Other,2:35:19 AM,—
P050017/S006,0.071436872,Low,0,21,0,,Other,2:35:19 AM,—
K113468,0.071432585,Low,30,60,0,2,Labeling False and Misleading,2:35:19 AM,ELM PTA BALLON DILATATION CATHETER
K100275 /  K,0.071428124,Low,0,17,0,,Other,2:35:19 AM,—
K934370,0.071423651,Low,0,92,0,,Other,2:35:19 AM,—
K951475,0.071423399,Low,0,247,0,,Other,2:35:19 AM,—
P150011S013,0.071423163,Low,0,46,0,,Other,2:35:19 AM,—
K910846,0.07142054,Low,0,761,0,,Other,2:35:19 AM,—
K111788,0.071417215,Low,19,4123,0,2,Labeling Change Control,2:35:19 AM,ENDOEYE HD II
K914479,0.071416635,Low,0,13,0,,Other,2:35:19 AM,—
K882302,0.071414149,Low,0,7,0,,Other,2:35:19 AM,—
K943668,0.071409363,Low,0,4,0,,Other,2:35:19 AM,—
K831868,0.071407818,Low,0,3,0,,Other,2:35:19 AM,—
K830256,0.071405228,Low,0,46,0,,Other,2:35:19 AM,—
K871204,0.071398361,Low,0,17,0,,Other,2:35:19 AM,—
K880961,0.071397126,Low,0,2816,0,,Other,2:35:19 AM,—
K771219,0.071393757,Low,0,119,0,,Other,2:35:19 AM,—
K842883,0.071393622,Low,0,11,0,,Other,2:35:19 AM,—
K924250,0.071392674,Low,0,39,0,,Other,2:35:19 AM,—
P110042/S102,0.071392631,Low,0,4,0,,Other,2:35:19 AM,—
K934738,0.071391459,Low,0,102,0,,Other,2:35:19 AM,—
K173515,0.071390881,Low,30,120,0,2,Labeling False and Misleading,2:35:19 AM,Admiral Xtreme
K810548,0.071390727,Low,0,29,0,,Other,2:35:19 AM,—
K911383,0.071387903,Low,0,276,0,,Other,2:35:19 AM,—
K922123,0.071387647,Low,0,71,0,,Other,2:35:19 AM,—
PRE-AMEND,0.071385601,Low,0,108,0,,Other,2:35:19 AM,—
K924011,0.071385045,Low,0,171,0,,Other,2:35:19 AM,—
P200039/S008,0.071382863,Low,0,60,0,,Other,2:35:19 AM,—
K954465,0.071381418,Low,0,75,0,,Other,2:35:19 AM,—
K897003,0.071380468,Low,0,225,0,,Other,2:35:19 AM,—
K855144,0.071379068,Low,0,3,0,,Other,2:35:19 AM,—
P010012/S000,0.071373681,Low,0,7,0,,Other,2:35:19 AM,—
K822572,0.071372918,Low,0,21,0,,Other,2:35:19 AM,—
P030050/S053,0.071372638,Low,0,3,0,,Other,2:35:19 AM,—
K932172,0.071370857,Low,0,6,0,,Other,2:35:19 AM,—
P180036/S007,0.071367179,Low,0,13,0,,Other,2:35:19 AM,—
K934557,0.071364343,Low,0,13,0,,Other,2:35:19 AM,—
K834039,0.071363904,Low,0,31,0,,Other,2:35:19 AM,—
K930348,0.071363639,Low,0,3,0,,Other,2:35:19 AM,—
K803023,0.071362828,Low,0,85,0,,Other,2:35:19 AM,—
K803025,0.071359475,Low,0,64,0,,Other,2:35:19 AM,—
K801550,0.071359182,Low,0,3,0,,Other,2:35:19 AM,—
P910077/S159,0.071359108,Low,0,92,0,,Other,2:35:19 AM,—
K931994,0.07135438,Low,0,172,0,,Other,2:35:19 AM,—
K851962,0.071352506,Low,0,107,0,,Other,2:35:19 AM,—
K905129,0.071351014,Low,0,4,0,,Other,2:35:19 AM,—
K902736,0.071350867,Low,0,41,0,,Other,2:35:19 AM,—
K912492,0.071348942,Low,0,19,0,,Other,2:35:19 AM,—
K931767,0.071345997,Low,0,7,0,,Other,2:35:19 AM,—
K833621,0.0713439,Low,0,22,0,,Other,2:35:19 AM,—
K896819,0.071341825,Low,0,3,0,,Other,2:35:19 AM,—
K940703,0.071341493,Low,0,6,0,,Other,2:35:19 AM,—
K862056,0.071340939,Low,0,228,0,,Other,2:35:19 AM,—
"K131982,",0.07133728,Low,0,3,0,,Other,2:35:19 AM,—
K900923,0.071336993,Low,0,23,0,,Other,2:35:19 AM,—
K905035,0.071334377,Low,0,6,0,,Other,2:35:19 AM,—
K802095,0.071331597,Low,0,2,0,,Other,2:35:19 AM,—
K760158,0.071331037,Low,0,9,0,,Other,2:35:19 AM,—
N970003/S096,0.071330065,Low,0,7,0,,Other,2:35:19 AM,—
K940918,0.07132923,Low,0,11,0,,Other,2:35:19 AM,—
K802100,0.071328712,Low,0,34,0,,Other,2:35:19 AM,—
K931492,0.07132554,Low,0,136,0,,Other,2:35:19 AM,—
K883460,0.071325219,Low,0,84,0,,Other,2:35:19 AM,—
K911808,0.071317609,Low,0,3,0,,Other,2:35:19 AM,—
K930517,0.071317565,Low,0,57,0,,Other,2:35:19 AM,—
K930591,0.071313978,Low,0,20,0,,Other,2:35:19 AM,—
K946135,0.071313065,Low,0,30,0,,Other,2:35:19 AM,—
K951254,0.071311726,Low,0,83,0,,Other,2:35:19 AM,—
K963000,0.071309277,Low,30,90,0,2,Labeling False and Misleading,2:35:19 AM,MAXI LD PTA BALLOON CATHETER
K953101,0.07130886,Low,0,23,0,,Other,2:35:19 AM,—
K943739,0.071306306,Low,0,19,0,,Other,2:35:19 AM,—
K863138,0.071306144,Low,0,31,0,,Other,2:35:19 AM,—
K934426,0.071303118,Low,0,71,0,,Other,2:35:19 AM,—
K910318,0.071299605,Low,0,544,0,,Other,2:35:19 AM,—
P910073/S032,0.07129888,Low,0,19,0,,Other,2:35:19 AM,—
P160043,0.071298069,Low,0,302,0,,Other,2:35:19 AM,"Resolute Onyx Zotarolimus-Eluting Coronary Stent System, Onyx Frontier Zotarolimus-Eluting Coronary Stent System"
P150012/S083,0.07129764,Low,0,78,0,,Other,2:35:19 AM,—
K082289,0.071294339,Low,0,40,0,,Other,2:35:19 AM,—
K833874,0.071294082,Low,0,50,0,,Other,2:35:19 AM,—
P960009,0.071291114,Low,0,44160,0,,Other,2:35:19 AM,"Stimulator, Thalamic, Epilepsy, Implanted"
P140029/S050,0.071288577,Low,0,3,0,,Other,2:35:19 AM,—
K925640,0.071287095,Low,0,145,0,,Other,2:35:19 AM,—
K922431,0.071283484,Low,0,354,0,,Other,2:35:19 AM,—
K830233,0.071281237,Low,0,45,0,,Other,2:35:19 AM,—
K834352,0.071278355,Low,0,8,0,,Other,2:35:19 AM,—
P030005/S113,0.07127638,Low,0,22,0,,Other,2:35:19 AM,—
K790565,0.071275621,Low,0,7,0,,Other,2:35:19 AM,—
K870557,0.071273472,Low,0,2,0,,Other,2:35:19 AM,—
K922445,0.071273136,Low,0,3,0,,Other,2:35:19 AM,—
K790429,0.071272074,Low,0,2,0,,Other,2:35:19 AM,—
K150303,0.071269461,Low,30,180,0,2,Labeling False and Misleading,2:35:19 AM,XXL Vascular Balloon Dilatation Catheter
K951987,0.071269215,Low,0,40,0,,Other,2:35:19 AM,—
K062169,0.071268876,Low,19,19,0,2,Labeling Change Control,2:35:19 AM,APPLIED LAPAROSCOPIC DISPOSABLE MONOPOLAR SCISSORS
K100280,0.071268876,Low,19,19,0,2,Labeling Change Control,2:35:19 AM,GYNCARE MORCELLEX TISSUE MORCELLATOR
P910077/S140,0.071268254,Low,0,11,0,,Other,2:35:19 AM,—
P960058,0.071264196,Low,0,14784,0,,Other,2:35:19 AM,MULTI-STRATEGY COCHLEAR IMPLANT (PEDIATRIC)
K822723,0.071264112,Low,0,14,0,,Other,2:35:19 AM,—
K940967,0.071262792,Low,0,52,0,,Other,2:35:19 AM,—
K950166,0.071262259,Low,0,231,0,,Other,2:35:19 AM,—
N970003/S167,0.071261886,Low,0,50,0,,Other,2:35:19 AM,—
K233981,0.071260865,Low,0,10,0,,Other,2:35:19 AM,—
P010012/S398,0.071260685,Low,0,58,0,,Other,2:35:19 AM,—
P960040/S235,0.071260424,Low,0,12,0,,Other,2:35:19 AM,—
K864102,0.071259971,Low,0,168,0,,Other,2:35:19 AM,—
K833357,0.071258349,Low,0,32,0,,Other,2:35:19 AM,—
P010012/S341,0.071257676,Low,0,38,0,,Other,2:35:19 AM,—
P960006/S001,0.071255496,Low,0,19,0,,Other,2:35:19 AM,—
P010012/S024,0.071255156,Low,0,16,0,,Other,2:35:19 AM,—
P030005/S138,0.071253577,Low,0,128,0,,Other,2:35:19 AM,—
K943462,0.071251518,Low,0,10,0,,Other,2:35:19 AM,—
P910073/S041,0.071250997,Low,0,74,0,,Other,2:35:19 AM,—
P960040/S306,0.071248241,Low,0,119,0,,Other,2:35:19 AM,—
P980022,0.071245549,Low,0,7608,0,,Other,2:35:19 AM,"Sensor, Glucose, Invasive"
K915132,0.071245028,Low,0,2,0,,Other,2:35:19 AM,—
P030031/S053,0.071241923,Low,0,192,0,,Other,2:35:19 AM,—
K946173,0.071239758,Low,0,874,0,,Other,2:35:19 AM,—
NI,0.071239101,Low,0,2273,0,,Other,2:35:19 AM,—
P910073/S145,0.071238199,Low,0,509,0,,Other,2:35:19 AM,—
K932776,0.071236327,Low,0,28,0,,Other,2:35:19 AM,—
P960006/S005,0.071236047,Low,0,49,0,,Other,2:35:19 AM,—
N970003/S132,0.071235347,Low,0,89,0,,Other,2:35:19 AM,—
